legbody,ID,title,descr,LGA,SA4CODE_2021_2022,IPCCA_Behavioural_and_Cultural,IPCCA_Knowledge,IPCCA_Infrastructural_and_Technological,IPCCA_Nature_Based,IPCCA_Institutional,Funding,Organisation_University,Organisation_Federal_Government,Organisation_Private_Organisations,Organisation_State_Territory_Gov,Organisation_Civil_Society,Organisation_Regional_Organisation,Organisation_Local_Government,Organisation_Other,Purpose_Governance_Instruments,Purpose_Information_Gathering,Purpose_Research,Purpose_Knowledge_Building,Purpose_Stakeholder_Engagement,Purpose_Coordination,Purpose_Institutional_Change,Purpose_Intervention,Hazard_Fire,Hazard_Drought,Hazard_Temperature_Extremes,Hazard_Changes_Precipitation,Hazard_Coastal_erosion_flooding_change,Hazard_Ocean_warming_acidification,Hazard_Humidity,Hazard_Extreme_wind,Hazard_General_Climate_Change,Hazard_Riverine_Flooding,Climate_Risk_Assessment_Infrastructure_Built_Environment,Climate_Risk_Assessment_Health_Social_Support,Climate_Risk_Assessment_Natural_Environment,Climate_Risk_Assessment_Primary_Industries_Food_System,Climate_Risk_Assessment_Regional_Remote_Communities,Climate_Risk_Assessment_Economy_Trade_Financial_System,Climate_Risk_Assessment_Multi_System,Climate_Risk_Assessment_Defence_National_Security,Start_Year,End_Year,Party_Labor,Party_Liberal,Party_Nationals,Party_Labor_Greens,Party_Liberal_National,Population_Abundance
Queensland,107,Queensland Future Climate Science Program,Involves downscaling global climate models to provide high resolution climate projections for Queensland analysis of climate extremes and the translation of knowledge into climate services,NA,QLD,0,1,0,0,0,NA,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2019,NA,1,0,0,0,0,5088847
Queensland,110,Queensland Health Climate change adaptation planning guidelines,Provides a framework for health services to plan and implement strategies to address the health impacts of climate change,NA,QLD,0,0,0,0,1,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2019,2019,1,0,0,0,0,5088847
Queensland,120,Queensland Resilience and Risk Reduction Fund,Helps communities mitigate and manage the risks associated with natural disasters,NA,QLD,0,0,1,0,0,Queensland Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2019,2024,1,0,0,0,0,5088847
Queensland,122,Queensland Small and Medium Enterprise Sector Adaptation Plan,Outlines how small and medium businesses in Queensland can adapt to climate impacts,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2019,2019,1,0,0,0,0,5088847
Queensland,8,Blue Heart Sunshine Coast,Sustainable and adaptive floodplain management_ Preserves flood storage within Blue Heart protecting floodplains establishing wetlands and floodplain ecosystems,Sunshine Coast,316,0,0,0,1,0,Australian Government,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2020,2041,1,0,0,0,0,5194879
Queensland,12,Burdekin Shire Council Nature Based Dune Strategy,Focuses on nature based solutions and solutions requiring minimal interference in natural processes,Burdekin,318,0,1,0,0,0,Local Government,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,NA,1,0,0,0,0,5194879
Queensland,16,Central West Regional Resilience Strategy,Aims to align economic development resilience and climate adaptation objectives to reduce the regions exposure to climate variability,NA,308,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2020,2020,1,0,0,0,0,5194879
Queensland,20,Climate Change Risk Management Tool for Small Business in Queensland,Assists small businesses in identifying and managing climate related risks,NA,QLD,0,0,0,0,1,Queensland Government,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,2020,1,0,0,0,0,5194879
Queensland,44,Southern Queensland and Northern New South Wales Drought Resilience Adoption   Innovation Hub,Empowers stakeholders to co design drought prepardness activities and apply innovation to ensure a thriving future for the region,Toowoomba; Longreach,317; 315,0,0,1,0,0,Future Drought Fund,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,NA,1,0,0,0,0,5194879
Queensland,69,Grazing of Marine Plains,Involves rotational grazing alternating between high density grazing to control pasture growth and low density periods to allow native plant species to thrive and pasture grasses to regenerate ,NA,308,0,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,NA,1,0,0,0,0,5194879
Queensland,78,Improve fire management strategies to protect the Capricorn Yellow Chat habit,Improves fire management strategies to safeguard the marine plains and Capricorn Yellow Chat habitat is critical due to potential catastrophic impacts of fires,NA,308,0,0,0,1,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,NA,1,0,0,0,0,5194879
Queensland,85,Maintain freshwater inflows and tidal flows to the marine plain,Maintaining the natural hydroloigcal regime including freshwater and tidal flows across marine plains is crucial for preserving the habitat of the Capricorn Yellow Chat,NA,308,0,0,0,1,0,NA,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,NA,1,0,0,0,0,5194879
Queensland,89,Powering Queensland Plan,Outlines the states commitment to transition to clean renewable energy sources focusing on reducing emissions expanding energy storage,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2020,2024,1,0,0,0,0,5194879
Queensland,96,Queensland Bushfire Plan,Outlines principles of bushfire management delineates roles and responsibilities of stakeholders,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2020,2020,1,0,0,0,0,5194879
Queensland,105,Queensland First Nations Tourism Plan 2020 2025,Sets the framework to leverage our First Nations cultural heritage and stewardship of country together with the mix of tourism product offerings,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2020,2025,1,0,0,0,0,5194879
Queensland,129,Queensland Water Modelling Network Evaluation Guideline,Focuses on evaluating and enhancing water models to address climate change impacts_ Aims to ensure that these models remain reliable tools for managing water resources amidst evolving climate conditions,NA,QLD,0,1,0,0,0,DES,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2020,2020,1,0,0,0,0,5194879
Queensland,131,Queenslands Cooler Cleaner Schools Program,Four year initiative that invested over $477 million to air condition state school classrooms and expand solar panel installations,NA,QLD,0,0,1,0,0,Queensland Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,2024,1,0,0,0,0,5194879
Queensland,135,Queenslands Protected Area Strategy 2020 2030,A long term plan to expand and better manage Queenslands protected area network including national park and private protected areas,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2020,2030,1,0,0,0,0,5194879
Queensland,139,Regional Climate Change Risk Assessment for South Eastern Queensland,Aims to identify and evaluate climate risks in the South East Queensland region,NA,QLD,0,1,0,0,0,NA,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2020,2020,1,0,0,0,0,5194879
Queensland,157,The Ethos Project,Developing an in home heat health early warning system to help older people manage extreme heat events,NA,307,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,2021,1,0,0,0,0,5194879
Queensland,164,Tropical North Queensland Drought Resilience Adoption and Innovation Hub,Regional initiative and coordinating body aimed at improving drought resilience and managing water resources in Tropical North Queensland,NA,318,0,0,0,0,1,Australian Government,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020,2020,1,0,0,0,0,5194879
Queensland,166,Water Planning Science Plan 2020 2030,Outlines key scientific themes and prioritises to inform the development evaluation and replacement of water plans in Queensland,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2020,2030,1,0,0,0,0,5194879
Queensland,5,Avoid Island as a protected site for turtle nesting,Expand its network of climate change refuges to include Avoid Island,NA,318,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,NA,1,0,0,0,0,5156138
Queensland,48,Whitsunday Healthy Heart Project,Decarbonise the tourism sector whilst achieving earth Check and Sustainable Destination accreditation for the region,Whitsunday,312,1,0,0,0,0,Queensland Government,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2021,2025,1,0,0,0,0,5156138
Queensland,54,Drought Management Plans and Water restrictions   Guideline for Development,Provide a framework for local governments and water authorities to develop and implement plans that address the challenges of drought in their regions,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2021,2021,1,0,0,0,0,5156138
Queensland,61,Engaging Queenslanders in Science Strategy 2021 2024,The strategy fosters science engagement statewide through citizen science STEM education public events and regional networks_ Aims to boost scientific literacy community participation in science,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,2024,1,0,0,0,0,5156138
Queensland,87,Office of Hospital Sustainability,Will be responsible for implementing the emissions reduction plans as well as setting benchmarks and targets for environmental sustainability in Queenslands health,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2021,NA,1,0,0,0,0,5156138
Queensland,108,Queensland Government Infrastructure Pipeline,Outlines a strategic framework for infrastructure planning and investment across the state,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2021,NA,1,0,0,0,0,5156138
Queensland,109,Queensland Health Climate Risk Strategy 2021 2026,Maintain quality and dependable healthcares services amid the impacts of climate change,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2021,2026,1,0,0,0,0,5156138
Queensland,117,Queensland Recovery Plan,Focused on adaptation to climate change outlining framework for disaster recovery operations planning and arrangements at local district and state levels in Queensland,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,2023,1,0,0,0,0,5156138
Queensland,119,Queensland Renewable Energy and Hydrogen Jobs Fund,Designed to enable government owned corporations to invest in commercial renewable energy and hydrogen projects,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2021,2021,1,0,0,0,0,5156138
Queensland,151,Severe Wind Hazard Assessment Queensland,Aims to provide policy and decision makers with comprehensive guidance on understanding and managing the risks associated with severe wind events in Queensland,NA,QLD,0,0,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2021,2021,1,0,0,0,0,5156138
Queensland,152,Smart LED Road Lighting project,Aims to replace high intensity discharge lamps with LED luminaries,NA,QLD,0,0,1,0,0,Queensland Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2021,2027,1,0,0,0,0,5156138
Queensland,162,Tourism and Events Queenslands Nature based Tourism Strategy 2021 2024,Aims to revitalize Queenslands nature based tourism offerings by developing immersive and sustainable experiences,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2021,2024,1,0,0,0,0,5156138
Queensland,167,Water Supply Planning   Guideline for water service providers,A framework developed by the Queensland Government to assist water service providers in ensuring the continuity and security of urban water supplies,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2021,2021,1,0,0,0,0,5156138
Queensland,168,Wet Tropics Restoration Program,Builds upon the achievements of the 2021 Wet Tropics Landscape Restoration Symposium,NA,QLD,0,0,0,1,0,NA,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021,NA,1,0,0,0,0,5156138
Queensland,169,Wet Tropics Sustainable Tourism Plan 2021 2031,Strategic framework that brings together Rainforest Aboriginal Peoples the tourism industry and others to develop a sustainable and resilient future for tourism in the Wet Tropics World Heritage,NA,QLD,0,0,0,0,1,NA,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2021,2031,1,0,0,0,0,5156138
Queensland,1,$2 Summer Dips Initiative,Decrease adult pool entry fee,Brisbane,305,1,0,0,0,0,Brisbane City Council,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,2,Affordable Energy Plan,Help householes and businesses reduce their energy costs,NA,QLD,0,0,1,0,0,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,6,Biodiversity Conservation Strategy,A vision where nature is actively supported to thrive across the state_ Consolidates existing conservation efforts and introduced a performance framework,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,28,Seaway backpass pipeline to northern beaches,Builds on existing sand pumping pipeline at the Gold Coast seaway_ Existing bypass pumps sand to South Stradbroke Island with extensions for sand to be pumped to the northern Gold Coast beaches,Gold Coast,309,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,35,Living Foreshores Noosa,Aims to address risks from coastal hazards such as erosion storm tide inundation and sea level rise through strategic planning and adaptation measures,Noosa,316,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,41,Sunshine Coast and Noosa Regional Climate Action Roadmap,Responsibility for planning and implementation of climate related action will be shared with State and Federal governments private businesses industry sectors and broader communities_ ,Sunshine Coast; Noosa,316,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2022,2023,1,0,0,0,0,5378277
Queensland,52,DEC Climate Action in your Industry,Assisting industries in developing their own climate solutions to ensure growth and climate resilience_ Encourages industries to adopt practices that reduce emissions and enhance their ability to cope with the impacts of climate change,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,62,Financing Managed Retreat Research,A research project that is exploring managed retreat from disasters,NA,QLD,0,1,0,0,0,University of Griffith,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,75,Identification and conservation management of climate refugia,,NA,QLD,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,82,Irrigating Green turtle eggs with seawater to cool from rising sand temperatures,Pioneering sand cooling methods to increase male hatching production_ Modelling past and projected climate data for at risk beaches the project aims to optimize sex ratios required for sustaining viable turtle populations,NA,319,0,0,0,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,84,Kolan River bank reshaping,Gradient on the banks were made shallower to combat erosion_ Large tree trunks were drilled into the ground,NA,319,0,0,0,1,0,Burnett Mary Regional Gorup Discovery Coast project,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,114,Queensland Natural Capital Fund,Designed to attract private sector co investment to finance projects that restore and manage natural assests in Queensland,NA,QLD,0,0,0,0,1,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2022,2022,1,0,0,0,0,5378277
Queensland,123,Queensland State Infrastructure Strategy 2022 2042,Emphasizes aligning infrastructure investment across agencies promoting place based planning and addressing challenges such as population growth,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,125,Queensland Strategy for Disaster Resilience 2022 2027,Outlines an approach to disaster resilience focusing on building stronger safer and more resilient communities,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,2027,1,0,0,0,0,5378277
Queensland,133,Queenslands Natural Capital Fund,Aims to facilitate private sector co investment in natural capital assests,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,141,Regional Infrastructure Plans,Queenslands regional infrastructure plans are 20 year place based blueprints for seven regions,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,142,Regulatory Strategy 2022 2027   Queenslands Environmental Regulator,Outlines Queensland Department of Environment and Science vision to be a modern environmental regulator,NA,QLD,0,0,0,0,1,Queensland Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2022,2027,1,0,0,0,0,5378277
Queensland,143,Renewable Energy Training Faciity ,Provide specialised education and hands on experience in renewable energy technologies_ Aims to prepare the workforce for the growing demand in renewable energy industries,NA,QLD,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2022,NA,1,0,0,0,0,5378277
Queensland,150,Rural and Remote Health and Wellbeing Strategy,Aimed at achieving increased health outcomes for rural and remote Queenslanders,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,2027,1,0,0,0,0,5378277
Queensland,153,Soundscape manipulation to improve oyster larval numbers,Researchers experimented with using recorded sounds of a thriving marine habitat to attract larval fish back to depleted reefs,NA,306,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,156,Statement of Cooperation with Rio Tinto,Facilitate the development of renewable energy projects in central Queensland,NA,315,0,0,0,0,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2022,2022,1,0,0,0,0,5378277
Queensland,3,Artificial Irrigation of Nests,Influence on water sprinklers and shade on thermal conditions of sand within experimental nests,NA,318,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,2023,1,0,0,0,0,5528000
Queensland,15,Catalysing Sustainable Aviation Fuel SAF in Australia,Investigates international policies that have successfully developed commercial scale SAF value chains,NA,QLD,0,1,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023,2023,1,0,0,0,0,5528000
Queensland,38,Noosa Council Prioritising Coastal Wetland Restoration Using Bundled Ecosystem Services Case Study,Prioritises the restoration of coastal wetlands by assessing sites for combined benefits such as coastal protection biodiversity enhancement water quality improvement fisheries support and carbon reduction,Noosa,316,0,1,0,0,0,NA,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,2023,1,0,0,0,0,5528000
Queensland,42,Sunshine Coast and Noosa Regional Critical Infrastructure Failure and Cascading Climate Risks Project,Investigates how failures in critical infrastructure such as power water wastewater roads and telecommunications can lead to cascading impacts on council services and community well being,Sunshine Coast; Noosa,316,0,0,0,0,1,Queensland Resilience and Risk Reduction Fund,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2023,2025,1,0,0,0,0,5528000
Queensland,46,North Queensland Simulation Park,Innovation simulation facility and industry precinct underway that will have the ability to simulate extreme events and disaster situations,Townsville,318,0,0,1,0,0,Australian Department of Defence,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2023,NA,1,0,0,0,0,5528000
Queensland,60,Energy saving programs for agricultural businesses,Designed to help small to medium sized agricultural businesses in Queensland lower their electricity costs through energy efficiency measures,NA,QLD,0,0,0,0,1,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2023,2024,1,0,0,0,0,5528000
Queensland,63,Fire Bans   Restrictions Website,Provides real time information about Fire bans and restrictions across the state_ Features an interactive map that allows residents to search their addresses or select their local government areas,NA,QLD,0,0,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2023,2023,1,0,0,0,0,5528000
